gene_id	padj	log2FoldChange	probesetID
AT3G01290	0.000011	2.248456467	259272_at
AT5G60970	0.0000152	-1.82	247605_at
AT3G19850	0.0000848	2.778457331	257964_at
AT5G16490	0.013775751	-1.33	250120_at
AT5G59030	0.010262269	1.459678014	247745_at
AT4G29870	0.037016236	1.222609982	253644_at
AT1G29050	0.002386895	1.868150098	260840_at
AT1G58360	0.0000207	-2.56	256022_at
AT4G34140	0.034281692	1.251936586	253269_at
AT5G65580	0.024053836	1.382201826	247143_at
AT3G03450	0.002642038	-1.49	259042_at
AT5G26330	0.037956744	-1.3	246827_at
AT5G43910	0.021145611	1.422416105	249096_at
AT3G61490	0.0000035	-2.83	251317_at
AT3G12750	0.00000228	-2.21	257715_at
AT3G43840	0.02469512	1.29346573	252709_at
AT1G73600	6.81E-08	4.583275965	259842_at
AT4G01560	0.028005523	-1.25	255586_at
AT5G56870	0.0009931	-1.64	247954_at
AT3G02240	0.010065806	-1.42	259120_at
AT3G28920	0.016290358	-1.25	256622_at
AT5G04620	0.018139097	1.355686116	250837_at
AT4G26940	0.0000193	-2.04	253948_at
AT1G18600	0.00000314	2.030094751	255775_at
AT5G59320	0.031920534	-1.38	247717_at
AT4G39770	0.000000321	-5.41	252858_at
AT5G12420	0.036912071	-1.36	245181_at
AT1G25530	0.0000326	-2.65	255726_at
AT4G14960	0.039306364	-1.21	245270_at
AT2G28790	0.009680889	-1.29	266223_at
AT5G66110	0.011040921	1.444464805	247128_at
AT4G16830	0.001040348	1.508424197	245350_at
AT3G23290	0.000167574	-1.65	256942_at
AT5G26731	0.012417126	-1.46	246842_at
AT1G77810	0.03228228	1.373633129	262188_at
AT3G02500	0.02760248	-1.27	258503_at
AT3G23310	0.012134291	-1.35	258291_at
AT5G47580	0.010127904	1.569981019	248766_at
AT4G15610	0.000154861	-1.94	245317_at
AT1G54220	0.014148784	1.419076485	262963_at
AT1G28480	0.027265694	1.301875557	261443_at
AT1G21840	0.005366524	-1.78	262490_at
AT3G44830	0.021378943	-1.36	246332_at
AT4G17615	0.000139078	-1.63	245251_at
AT2G36630	0.004082601	-1.47	265203_at
AT2G29450	0.035088561	-1.5	266299_at
AT5G39040	0.003937822	1.525804373	249487_at
AT4G05070	0.000183241	1.875269791	255255_at
AT1G07390	0.001180084	-2.08	261070_at
AT1G07640	0.000417142	1.620009605	261409_at
AT1G73680	0.006593983	-1.35	260060_at
AT5G07280	0.0000101	2.012458751	250616_at
AT1G17510	0.049625486	1.338414396	260682_at
AT2G36810	0.021478229	-1.3	265201_at
AT1G80280	0.000156182	-1.91	260297_at
AT3G56820	0.032599563	1.341475474	246291_at
AT5G07460	0.002298289	1.491959137	250633_at
AT2G24420	0.001481905	1.762591939	265664_at
AT5G65640	0.0000696	-3.12	247151_at
AT2G33735	0.019456317	1.332696103	267462_at
AT3G54820	0.004776741	-1.38	251858_at
AT5G62910	0.046770903	1.288731536	247395_at
AT3G54150	0.02432362	-1.72	251884_at
AT4G15920	0.020820039	1.266069671	245524_at
AT1G64470	0.036916376	-1.34	261947_at
AT3G20510	0.002367103	-1.46	257088_at
AT1G75710	0.027004762	-1.59	262969_at
AT3G61060	0.0000118	2.146960694	251356_at
AT3G16040	0.02469512	-2.01	258337_at
AT3G15990	0.000431792	-2.17	258287_at
AT5G08260	0.000306606	-2.57	250517_at
AT5G60210	0.000350686	-1.54	247671_at
AT2G39670	0.034710095	1.215914542	267562_at
AT1G02800	0.001572113	-1.71	262121_at
AT5G04160	0.017490378	-1.31	245698_at
AT1G66480	0.009662737	-1.44	257583_at
AT3G27170	0.00000131	4.321188764	256751_at
AT2G38470	0.000609646	-1.74	267028_at
AT4G35860	0.021934725	1.385581856	253114_at
AT5G57785	0.00000117	-3.83	247882_at
AT5G03170	0.0111921	-1.55	250933_at
AT5G14640	0.000350765	-1.79	250141_at
AT5G41400	0.000315869	-1.75	249306_at
AT2G40750	0.026759791	-1.45	257382_at
AT1G61065	0.032680238	1.316965501	259725_at
AT1G14570	0.039927735	1.227956977	260782_at
AT5G49980	0.023766464	-1.35	248557_at
AT3G02050	0.034562806	1.315324224	258860_at
AT3G59670	0.000160272	-1.7	251476_at
AT1G77660	0.025793237	-1.38	259730_at
AT2G36030	0.029528818	1.3995931	263945_at
AT2G30890	0.00000241	-3.49	267192_at
AT5G02860	0.019483291	1.378839005	250987_at
AT2G23150	0.004547221	-1.47	267266_at
AT5G63970	0.002011866	1.564527274	247312_at
AT1G77480	0.001698033	1.756312036	259733_at
AT4G26140	0.040386014	-1.41	254015_at
AT2G05760	0.04498442	1.292254231	263314_at
AT2G40000	0.000556334	-1.51	267357_at
AT4G17840	0.01034323	1.369897098	254691_at
AT1G34300	0.012614435	1.306434854	262567_at
AT5G58620	0.001089807	-1.78	247795_at
AT3G09410	0.00000258	-2.22	259033_at
AT4G26320	0.00079992	-2.14	253957_at
AT1G49560	0.001718064	-1.62	261610_at
AT4G12230	0.011507103	1.394412876	254811_at
AT3G17910	0.005650377	1.4926572	258164_at
AT5G44820	0.002145114	-1.71	254521_at
AT4G37290	0.00000105	-8.9	253044_at
AT1G07250	0.019700465	1.482936708	256033_at
AT2G37280	0.001054847	-1.76	265955_at
AT1G51950	0.003716724	-1.52	246376_at
AT5G53370	0.0000147	-1.85	248263_at
AT4G14930	0.017856544	-1.36	245330_at
AT1G70280	0.017143364	-1.37	264340_at
AT2G28305	0.001164968	-1.65	265547_at
AT1G71880	0.0000145	4.60556397	260143_at
AT4G23885	0.021109042	-1.29	254190_at
AT1G14890	0.000000327	-3.62	262844_at
AT2G31070	0.002147334	-1.86	266481_at
AT1G78560	0.027594937	1.376698702	263132_at
AT5G59360	0.02570921	-1.49	247715_at
AT4G20070	0.013249136	1.355714057	254496_at
AT5G38890	0.026570359	-1.22	249475_at
AT1G73480	0.007856432	-1.56	245734_at
AT3G22104	0.033639807	-1.27	257260_at
AT5G18110	0.031205426	1.237601326	250033_at
AT1G21450	0.00715141	1.350346436	260878_at
AT1G72530	0.00184792	1.70806842	257503_at
AT5G08070	0.000211448	-1.85	250566_at
AT5G11790	0.017646472	-1.33	250337_at
AT1G25510	0.031659694	-1.28	255727_at
AT5G42760	1.47E-08	7.940419256	249191_at
AT3G07010	0.0000206	-2.69	258552_at
AT1G68500	0.000000411	3.498612817	260264_at
AT5G66130	0.002812536	1.562707544	247081_at
AT5G08520	0.031485075	-1.22	250524_at
AT2G18500	0.009003892	-1.3	265951_at
AT2G44790	0.000000162	-3.62	266884_at
AT4G00050	0.000417142	-2.43	255694_at
AT3G49670	0.0000429	-2.05	252272_at
AT1G78480	0.000520989	-1.65	263124_at
AT3G26932	0.004024853	-1.54	256980_at
AT5G63180	0.0000361	-2.09	247377_at
AT5G48485	0.00000633	-3.77	248684_at
AT1G18880	0.0000997	-3.55	261425_at
AT2G22300	0.028358807	1.25270428	263457_at
AT5G64280	0.004082909	1.378558315	247286_at
AT3G60480	0.04129903	1.342359705	251369_at
AT1G79880	0.044379548	1.268835058	260160_at
AT1G54200	0.00000303	-2.37	263002_at
AT1G27600	0.031647109	1.304346015	262297_at
AT1G61810	0.0000899	-1.64	264433_at
AT2G47270	0.00000242	-3.84	260527_at
AT5G64060	0.017204161	1.348220847	247317_at
AT5G04470	0.003467407	-1.5	250844_at
AT5G35410	0.027964931	1.262412284	246614_at
AT2G03430	0.00707863	1.315818352	265703_at
AT4G22340	0.016277708	1.625168047	254360_at
AT3G26900	0.023371609	1.282785963	258281_at
AT5G53070	0.038766891	1.34793086	248295_at
AT1G26930	0.000149592	-1.66	263680_at
AT3G12560	0.035550227	-1.29	256281_at
AT1G26680	0.005309159	-1.77	261260_at
AT4G32870	0.002943511	-1.94	253401_at
AT5G20850	0.037709288	1.295134622	246132_at
AT5G21100	0.0000807	-1.91	246021_at
AT1G35190	0.010732816	-1.36	245756_at
AT2G42960	0.020628109	-1.46	265268_at
AT1G32240	0.0000142	-2.03	245758_at
AT3G28080	0.004608065	-1.57	257300_at
AT1G30360	0.000000915	3.142598689	256310_at
AT3G09940	0.000758329	1.511788963	258941_at
AT2G13610	0.000257654	-2.19	263726_at
AT3G25010	0.015429921	1.389447961	257100_at
AT3G51660	0.022740795	-1.58	252076_at
AT1G12845	0.006614514	-1.47	261203_at
AT3G19040	0.010840067	1.474915305	256946_at
AT1G66140	0.012741486	1.428238346	256528_at
AT3G18710	0.000100452	-2.07	257748_at
AT1G68330	0.00000241	-2.42	260434_at
AT4G24780	0.00000115	-2.57	254119_at
AT2G30060	0.026043382	-1.27	267306_at
AT1G19450	0.0000577	-1.97	260676_at
AT5G15530	0.022560745	-1.34	246565_at
AT5G11890	0.001944237	1.929605616	250300_at
AT5G47060	0.003156658	-1.77	248820_at
AT5G04180	0.005787978	-1.37	245700_at
AT5G19980	0.039349391	1.336059303	246143_at
AT3G10080	0.019320517	-1.3	258938_at
AT5G25190	0.0000258	-2.87	246932_at
AT5G11090	0.008420975	-1.38	245905_at
AT3G13940	0.008719175	-1.29	258202_at
AT3G23300	0.027454947	-1.29	258298_at
AT5G05460	0.022783502	1.458534859	250775_at
AT5G42680	0.00000756	-2.91	249211_at
AT2G01940	0.000958906	-1.61	265249_at
AT1G15440	0.022818448	-1.26	262584_at
AT1G18270	0.001166097	1.479108606	261674_at
AT3G24820	0.034046485	1.362763347	257601_at
AT5G17490	0.00095959	1.731520698	246432_at
AT1G72070	0.005544512	1.585466883	256340_at
AT1G49830	0.003460734	-1.92	259811_at
AT1G76360	0.01137962	1.47807626	259887_at
AT4G16442	0.021103343	-1.32	245338_at
AT4G16447	0.000000246	-4.39	245341_at
AT5G02800	0.003591505	1.507602507	250984_at
AT4G26120	0.011625267	-1.31	254014_at
AT1G80380	0.011982984	1.319318056	260284_at
AT2G46640	0.0000391	-3.39	266320_at
AT4G32460	0.000000431	-4.86	253437_at
AT4G16780	0.0000866	-2.15	245276_at
AT4G26690	0.021758984	1.336310066	253925_at
AT5G14800	0.040761083	-1.21	246594_at
AT5G05630	0.00356074	1.60047293	250789_at
AT4G03960	0.03345071	1.273284254	255360_at
AT5G06850	0.006279089	1.481053591	250650_at
AT1G09575	0.027892899	-1.32	264512_at
AT5G65010	0.029132489	-1.29	247218_at
AT5G62540	0.000853153	1.46243815	247433_at
AT5G16180	0.000924728	1.445471896	246493_at
AT5G13550	0.032405991	1.253180923	245855_at
AT3G60120	0.041798816	-1.25	251456_at
AT3G52770	0.0000315	-2.23	252003_at
AT5G62090	0.027888116	1.32725726	247466_at
AT1G11530	0.047767756	1.279079456	261821_at
AT2G29660	0.000229658	-2.16	266644_at
AT3G56290	0.003890837	1.67403729	251727_at
AT2G38060	0.002386575	1.719542318	266086_at
AT3G06780	0.005468224	1.336243004	258501_at
AT5G54080	0.010231718	1.341364623	248193_at
AT5G58300	0.011311925	-1.54	247856_at
AT3G54120	0.000172896	-1.71	251903_at
AT1G64460	0.000336727	-1.65	262003_at
AT5G66940	0.000234595	-1.91	247066_at
AT5G24620	0.008243399	1.398639207	249748_at
AT2G15480	0.000235031	-1.68	265499_at
AT2G21620	0.007192335	-1.3	263517_at
AT1G05710	0.000305305	1.891837275	263179_at
AT4G11000	0.002215909	-1.86	254948_at
AT5G40960	0.000660917	-1.94	249329_at
AT4G14365	0.009516559	-1.71	245329_at
AT4G22540	0.000139078	2.032958595	254329_at
AT4G08770	0.00000117	-11.1	255110_at
AT3G25670	0.00496485	-1.63	256761_at
AT5G67060	0.000000325	-3.36	247023_at
AT2G34140	0.006677749	-1.64	256720_at
AT3G49050	0.001070398	1.552407625	252285_at
AT1G55280	0.039509376	1.280169867	259651_at
AT2G17280	0.002143412	-1.67	264907_at
AT2G24800	0.008651373	-1.44	263528_at
AT1G76185	0.037709288	1.23796632	261724_at
AT2G02100	0.022115045	-1.24	266119_at
AT3G15353	0.008904172	1.329586828	257054_at
AT5G47650	0.038767588	-1.32	248765_at
AT4G19100	0.010659819	1.361499165	254612_at
AT3G05690	0.000108197	-1.85	258890_at
AT5G41940	0.006221162	1.428283164	249281_at
AT5G44130	0.00000792	2.129585192	249037_at
AT4G29420	0.00702902	1.451360144	253716_at
AT2G47240	0.00919914	1.310256112	260531_at
AT5G05790	0.025807105	1.301763763	250741_at
AT2G33360	0.017879275	1.388729997	255832_at
AT5G39080	0.014632741	1.488544444	249493_at
AT1G06000	0.000240572	2.064735414	260955_at
AT2G29350	0.003095383	-1.59	266292_at
AT1G77360	0.012972026	1.472189087	246383_at
AT5G07240	0.029038785	1.286846841	250613_at
AT5G23810	0.0000603	-2.02	249791_at
AT5G59680	0.0000719	2.210010322	247685_at
AT2G26530	0.0066439	2.131605317	245041_at
AT1G74670	1.47E-08	-12.8	260221_at
AT4G29130	0.030773479	-1.28	253705_at
AT1G29790	0.049584614	1.198655299	255992_at
AT5G65600	0.000024	-2.69	247145_at
AT4G14760	0.027454947	-1.27	245575_at
AT5G47550	0.0000148	2.774595168	248763_at
AT1G50250	0.010301676	1.312017205	262473_at
AT4G32540	0.043600988	-1.23	253439_at
AT4G26480	0.016348827	1.567504777	253964_at
AT1G23330	0.014148784	1.475075672	263010_at
AT2G43540	0.004566337	1.659986713	260544_at
AT5G44390	0.008295655	-1.67	249051_at
AT1G64810	0.00589995	1.417813611	262860_at
AT1G63260	0.034562806	1.289201251	260109_at
AT2G45960	0.008760435	-1.3	266927_at
AT4G14680	0.003798206	1.58414106	245254_at
AT1G65630	0.008295655	-1.66	264631_at
AT5G54140	0.003025322	1.466892097	248192_at
AT5G02560	0.044128186	1.26048199	251011_at
AT3G52890	0.001162306	-1.47	251994_at
AT3G58530	0.022430707	-1.28	251532_at
AT1G55690	0.017634456	1.344205296	264535_at
AT3G28860	0.0000329	-1.85	257137_at
AT4G27050	0.001352703	-1.45	253945_at
AT1G20070	0.003236929	-1.82	261247_at
AT3G22260	0.018637522	-1.33	256616_at
AT1G75500	0.000159524	-2.08	262951_at
AT1G20823	0.0000878	-1.88	256093_at
AT5G36260	0.034411309	-1.44	246616_at
AT5G27520	0.03452146	1.484011879	246779_at
AT4G15330	0.035895153	1.427742435	245550_at
AT5G01920	0.032888637	1.288889732	251068_at
AT2G16920	0.033022495	-1.29	266522_at
AT2G18910	0.008040622	1.332545577	266950_at
AT1G78240	0.004756086	1.407558539	260800_at
AT3G48040	0.002518598	1.462604815	252375_at
AT1G72890	0.041965122	1.255943315	262366_at
AT1G80880	0.034509845	1.296892816	257475_at
AT1G18250	0.023240234	-1.24	256125_at
AT3G02540	0.036789006	1.341478645	258499_at
AT3G55630	0.010770288	-1.55	251759_at
AT1G52080	0.040903312	1.358801331	265059_at
AT4G09640	0.011455541	1.434668058	255043_at
AT3G51840	0.025026835	1.274922619	246304_at
AT3G49310	0.011076485	1.415847689	252308_at
AT2G44450	0.00000142	2.941646169	267388_at
AT5G24380	0.030337816	1.385363533	249759_at
AT5G64920	0.0003294	1.513726634	247219_at
AT4G26100	0.023204887	1.321708598	253995_at
AT1G11330	0.007531102	-1.38	262507_at
AT1G68840	0.004436036	1.477816822	260037_at
AT1G12200	0.000987135	-1.48	261023_at
AT3G46540	0.005363924	-1.45	252478_at
AT2G19790	0.022560745	1.23495319	266694_at
AT1G76570	0.016112842	1.370456477	259970_at
AT2G35795	0.015812635	1.278273986	265826_at
AT1G13260	0.039494564	-1.2	259364_at
AT1G17960	0.010355206	1.491873256	255893_at
AT5G35870	0.000733446	-2.06	249668_at
AT3G20960	0.034562806	1.323552016	256803_at
AT4G17220	0.017237633	-1.56	245410_at
AT2G37240	0.010503037	1.465782695	265959_at
AT2G35860	0.003877861	-1.39	263942_at
AT5G13740	0.0000295	-2.17	250248_at
AT1G64150	0.018739161	1.533016344	262342_at
AT5G64740	0.004735601	-1.49	247251_at
AT1G20450	0.007177117	-1.47	259516_at
AT4G19900	0.021182619	1.292027068	254552_at
AT3G18290	0.032577744	-1.27	257062_at
AT3G14090	0.009854783	1.537409607	257010_at
AT5G02780	0.0000012	-3.38	250983_at
AT1G18290	0.008207142	-1.5	261675_at
AT1G78030	0.007959426	-1.43	262190_at
AT2G01890	0.000143376	-2.18	263595_at
AT2G26730	0.000768923	-1.45	267619_at
AT5G15160	0.000644757	-2.35	250155_at
AT5G03555	0.049239624	1.276739859	250926_at
AT1G05370	0.039937759	-1.26	264578_at
AT5G62740	0.038171255	1.253385341	247403_at
AT5G24970	0.032665636	1.339601063	246973_at
AT2G18210	0.014868718	-1.33	265327_at
AT2G26700	0.0015988	-1.6	267613_at
AT1G06080	0.003804379	-1.82	260957_at
AT2G24170	0.025773308	-1.42	265994_at
AT1G15520	8.49E-08	-5.28	261763_at
AT4G00900	0.043846928	-1.26	255647_at
AT1G59950	0.00494969	-1.66	262903_at
AT3G16500	0.0002785	-1.88	257232_at
AT1G73260	0.001483479	1.701830406	260101_at
AT5G44460	0.037694737	-1.36	249055_at
AT1G19640	0.002246581	1.377040065	261150_at
AT1G66380	0.015577193	-1.35	260139_at
AT2G39570	0.030299549	1.247853462	266984_at
AT3G23230	0.000238848	-1.7	257918_at
AT2G44080	0.002903493	-1.83	267230_at
AT4G36000	0.029253301	-1.28	253123_at
AT2G22430	0.000239507	-1.98	264006_at
AT2G45910	0.003941417	1.42376787	266911_at
AT4G19120	0.0000099	-2.3	254563_at
AT5G20110	0.000466	-1.75	246144_at
AT1G69630	0.004731806	1.358572759	260422_at
AT3G51300	0.007189887	1.353105403	252101_at
AT2G43180	0.014132283	1.414582265	266438_at
AT1G35420	0.038003787	1.250132346	260106_at
AT2G42850	0.0000281	-3.59	263970_at
AT3G54690	0.005544512	1.363805904	251855_at
AT5G17280	0.000719427	1.663304806	250097_at
AT3G05130	0.004002786	-1.38	259303_at
AT4G02700	0.005370002	-1.7	255443_at
AT2G22880	0.0000189	-3.45	266800_at
AT5G61300	0.04635744	-1.3	247578_at
AT3G06483	0.016052756	1.267290969	258902_at
AT3G23240	0.001858834	-1.72	257927_at
AT1G75040	0.004069897	-1.46	259925_at
AT2G34650	0.000358379	-2.01	266908_at
AT2G43520	0.002463669	1.361347066	260546_at
AT3G62950	0.0000656	-2.2	251196_at
AT1G23040	0.000188076	-1.79	264894_at
AT3G14840	0.004436036	-1.37	256547_at
AT3G05360	0.006952494	1.543066396	259297_at
AT3G06660	0.012626916	1.341213182	258522_at
AT1G10340	0.004100122	1.382232107	264434_at
AT3G50660	0.001196058	-1.8	252184_at
AT5G02540	0.005849998	1.890594118	251013_at
AT5G03760	0.0000475	-2.21	250892_at
AT4G38520	0.0000636	-1.79	252992_at
AT1G32740	0.001160395	-1.62	261708_at
AT3G07270	0.016008552	-1.38	258834_at
AT5G04230	0.009291201	1.600633731	245690_at
AT5G05940	0.031522405	-1.25	250756_at
AT1G60390	0.002995771	-1.53	264277_at
AT5G11850	0.038564049	1.326240864	250341_at
AT2G01540	0.025403294	1.390017965	266342_at
AT3G05810	0.000166643	1.892560469	258747_at
AT2G17265	0.04129903	1.201924601	264855_at
AT5G46140	0.037621343	-1.4	248877_at
AT5G13630	0.000333828	1.529944745	250243_at
AT4G30520	0.000191904	-1.71	253620_at
AT1G70470	0.000239507	-2.34	260332_at
AT2G43840	0.000268907	-1.94	260563_at
AT1G53730	0.000151988	1.645767807	259958_at
AT2G41000	0.000150705	1.677946359	267070_at
AT2G34600	0.000082	2.654669316	266901_at
AT2G17040	0.009296929	-1.43	263584_at
AT2G18970	0.01703643	-1.34	266940_at
AT5G53030	0.021444565	-1.42	248292_at
AT5G52870	0.030598266	1.320502029	248286_at
AT1G72300	0.019395926	1.318089383	259853_at
AT3G63150	0.010798778	1.59802708	251158_at
AT1G21830	0.00000206	-2.29	262488_at
AT5G23460	0.011252254	1.492067492	249838_at
AT3G22550	0.004436036	-1.46	256927_at
AT5G15390	0.014132283	1.422937754	250137_at
AT5G10100	0.00000183	-4.76	250467_at
AT3G28150	0.006802048	1.359352485	257309_at
AT3G11770	0.002461295	1.566494311	258784_at
AT1G63650	0.001012457	-1.6	260242_at
AT3G22880	0.04261421	1.338513041	256832_at
AT5G24010	0.022723026	1.245293955	249763_at
AT1G44800	7.07E-08	-5.19	261335_at
AT3G44940	0.033869214	1.45739257	252626_at
AT3G62390	0.021786514	1.253831661	251219_at
AT4G36250	0.001700735	1.557595132	253083_at
AT4G24380	0.007418143	1.32412812	254158_at
AT1G72970	0.011625267	-1.3	262376_at
AT2G14530	0.021441906	1.339572773	265840_at
AT1G66390	0.009854783	-1.49	260140_at
AT2G32560	0.009122681	-2	267117_at
AT4G16400	0.000013	2.166064145	245495_at
AT1G75820	0.000706217	-1.56	262728_at
AT2G40530	0.000214152	-2.04	255824_at
AT3G25730	0.006676423	-1.41	257643_at
AT1G12880	0.000611916	-1.99	261212_at
AT2G02950	0.015403124	-1.38	266745_at
AT1G23120	0.004102499	1.658279759	264887_at
AT5G06320	0.010713704	1.41500699	250676_at
AT1G59910	0.020820039	1.360193515	262901_at
AT1G29510	0.000400373	-1.91	259783_at
AT4G30410	0.0000749	-1.76	253617_at
AT2G35840	0.049173473	1.245111484	263954_at
AT5G19340	0.009447832	-1.36	246063_at
AT3G57630	0.0000402	-1.89	251594_at
AT1G13930	0.000459284	-1.71	262609_at
AT1G27310	0.045703911	1.235974332	264446_at
AT5G23730	0.003150416	1.711935314	249798_at
AT1G67050	0.000240464	-3.75	255854_at
AT5G48170	0.000380535	-1.59	248741_at
AT1G11210	0.008924523	-1.59	262452_at
AT3G30530	0.0000032	3.582707955	258306_at
AT5G50130	0.008719175	-1.37	248539_at
AT5G02150	0.035130878	1.286722328	251022_at
AT3G18050	0.000266697	-1.97	258156_at
AT1G04990	0.011394393	1.382020175	261125_at
AT2G38790	0.015080171	1.372207877	266396_at
AT1G68130	0.003342671	-1.51	259994_at
AT2G29670	0.024912187	1.489907443	266617_at
AT4G35230	0.018539212	1.331106665	253184_at
AT2G45080	0.004793995	-1.5	266124_at
AT3G44770	0.001397264	1.597351561	252656_at
AT2G18890	0.026486082	-1.33	266946_at
AT1G10150	0.025454843	-1.36	264463_at
AT3G06120	0.020050387	-1.26	256395_at
AT1G08500	0.0000194	-2.57	261745_at
AT2G45060	0.010181103	1.328104289	266136_at
AT1G14440	0.00000977	-2.6	261502_at
AT5G49330	0.00000167	3.796294138	248596_at
AT5G44210	0.0000857	-2.16	249087_at
AT1G74210	0.00702902	1.349516288	260254_at
AT3G62720	0.019404858	1.429257984	251192_at
AT5G52190	0.039968769	1.476538129	248348_at
AT1G69530	4.74E-08	-5.33	256299_at
AT4G39480	0.001635048	1.478015823	252896_at
AT1G22150	0.041373976	-1.26	255958_at
AT1G50420	0.012492121	-1.31	261866_at
AT3G29300	0.000120433	-1.95	256614_at
AT4G17695	0.000011	-2.44	245302_at
AT2G34070	0.0000388	-1.71	256725_at
AT4G08780	0.000000246	-9.3	255111_at
AT2G28810	0.000000493	3.428879386	266216_at
AT1G65220	0.006929254	1.301188057	263110_at
AT1G05570	0.0000744	-1.62	263183_at
AT2G32090	0.033316313	1.296147631	265673_at
AT4G35900	0.022490346	1.589195167	253108_at
AT4G35905	0.006181962	1.468032882	253117_at
AT1G69690	0.0000855	-1.9	260371_at
AT5G63010	0.008407628	1.388669363	247412_at
AT3G29160	0.002061604	1.509154739	258221_at
AT4G40060	0.005397833	-1.41	252829_at
AT5G25280	0.004649819	-1.55	246917_at
AT3G08600	0.014598202	1.338790427	258676_at
AT5G52050	0.0000106	-2.47	248392_at
AT3G23210	0.007753374	-1.51	257916_at
AT1G18570	0.00000462	-2.93	255753_at
AT2G45450	0.001338582	-1.81	245143_at
AT4G03600	0.045865391	1.275599338	255401_at
AT4G17670	0.036538392	-1.26	245401_at
AT1G48750	0.000000265	-2.96	256145_at
AT2G38800	0.005545293	-1.46	263296_at
AT1G52290	0.015409999	1.266410829	259671_at
AT1G76240	0.000577404	-1.84	261772_at
AT3G51580	0.005544512	1.633011197	252112_at
AT4G32760	0.038243201	1.238792751	253418_at
AT2G02540	0.002463669	-1.69	267271_at
AT1G26780	0.001985121	-1.74	261274_at
AT1G31120	0.002298289	1.743535334	263699_at
AT5G52950	0.005544512	1.443963347	248280_at
AT5G20830	0.04129903	1.299290997	245998_at
AT3G53980	0.000233778	-2.13	251928_at
AT5G57120	0.016725474	-1.31	247942_at
AT1G12140	0.000463792	2.019225034	260993_at
AT3G19200	0.000014	-1.94	257026_at
AT3G27650	0.0000154	-4.05	258241_at
AT5G44680	0.000293339	-1.65	249008_at
AT1G07310	0.048540756	1.27816054	261083_at
AT4G11280	0.000958906	-2.24	254926_at
AT5G52430	0.003805364	1.380040465	248360_at
AT3G14910	0.038045444	1.315101469	257208_at
AT1G10360	0.020038562	1.280955157	264435_at
AT5G45950	0.016027944	-1.49	248921_at
AT5G45480	0.000419154	1.552659371	248942_at
AT2G46680	0.001201637	-1.59	266327_at
AT3G25900	0.007848764	-1.33	258075_at
AT1G57560	0.000193497	-2.57	246401_at
AT3G15460	0.000229658	-1.61	258396_at
AT4G39900	0.023766464	-1.41	252852_at
AT4G39675	0.00000993	3.093657594	252882_at
AT1G78490	0.000209761	-1.61	263120_at
AT3G10720	0.001583451	-1.38	258764_at
AT3G43270	0.0000155	-2.09	252740_at
AT1G20640	0.009569749	-1.37	259540_at
AT2G42900	0.000558847	1.575645347	265265_at
AT5G23660	0.00000669	-2.96	249800_at
AT3G26760	0.000431792	-2.34	258253_at
AT5G49630	0.001286352	-1.72	248619_at
AT1G70370	0.00011964	-2.22	264315_at
AT5G22390	0.000000348	8.105814315	249932_at
AT5G49100	0.001931746	-1.61	248646_at
AT3G12070	0.032405991	1.215181906	256276_at
AT4G01710	0.036408309	1.30870732	255539_at
AT2G31750	0.049353266	1.322575902	263473_at
AT1G18740	0.001173406	1.679704171	261405_at
AT4G15440	0.000609646	-1.8	245253_at
AT2G38600	0.021026849	-1.34	266403_at
AT1G80730	0.0000453	-2.52	261910_at
AT2G32950	0.022616053	1.349294231	267640_at
AT3G45300	0.00373782	1.397716185	252570_at
AT2G39230	0.0000603	2.024628565	267011_at
AT4G31670	0.01316697	1.354641753	253542_at
AT1G74560	0.048399565	-1.34	260235_at
AT2G37950	0.003957454	-1.52	257381_at
AT1G66370	0.000675743	-1.77	260134_at
AT1G32520	0.029419362	1.434541541	260696_at
AT3G13610	0.010752368	-1.33	256647_at
AT2G37430	0.021450534	-1.43	266010_at
AT1G74660	0.000243382	-1.89	260226_at
AT5G23050	0.003945441	-1.44	249869_at
AT1G48100	0.014413436	-1.75	260727_at
AT3G25710	0.046196521	1.326460764	257642_at
AT5G10520	0.000166643	-2.08	250443_at
AT5G17380	0.025939219	-1.3	250094_at
AT1G59970	0.040508949	1.216122508	263731_at
AT5G44050	0.000232387	2.306059797	249071_at
AT4G21410	0.007485097	1.354271684	254410_at
AT2G04050	0.000792675	-1.75	263402_at
AT1G69400	0.04129903	1.212858787	260349_at
AT5G64780	0.022506951	-1.39	247255_at
AT1G22490	0.0000909	-1.99	261941_at
AT4G29230	0.040237604	-1.24	253710_at
AT3G53340	0.034927891	1.23949905	251991_at
AT2G31980	0.0111921	-1.67	265672_at
AT3G01490	0.006322603	-1.45	259163_at
AT1G21810	0.0487648	-1.27	262494_at
AT3G47420	0.000000186	4.768357858	252414_at
AT3G26960	3.57E-08	-12	257793_at
AT4G30060	0.039069899	-1.29	253654_at
AT2G23950	0.000935779	-1.63	266560_at
AT3G30775	0.000000431	3.491358129	257315_at
AT1G30040	5.05E-08	7.630612695	260023_at
AT2G29650	0.040553036	1.305150483	266672_at
AT3G20680	0.03742026	1.222952941	256698_at
AT3G16180	0.0000073	-2.62	258332_at
AT4G30190	0.000725457	-1.44	253609_at
AT1G71910	0.038384896	1.346500827	260171_at
AT4G15850	0.031041737	1.461557974	245518_at
AT1G75580	0.008415937	-1.44	257460_at
